SITE,DATE,EffTP,EffQ
ROGERS,2008-10-13,0.92,14.0
ROGERS,2008-10-14,0.99,14.7
ROGERS,2008-10-15,0.54,14.9
ROGERS,2008-10-16,0.43,14.0
ROGERS,2008-10-17,NA,12.5
ROGERS,2008-10-18,NA,12.6
ROGERS,2008-10-19,0.42,12.7
ROGERS,2008-10-20,0.31,13.8
ROGERS,2008-10-21,0.72,14.4
ROGERS,2008-10-22,1.50,14.6
ROGERS,2008-10-23,0.96,15.3
ROGERS,2008-10-24,NA,13.9
ROGERS,2008-10-25,NA,13.0
ROGERS,2008-10-26,0.58,11.3
ROGERS,2008-10-27,0.34,12.8
ROGERS,2008-10-28,0.34,12.8
ROGERS,2008-10-29,0.27,12.5
ROGERS,2008-10-30,NA,10.4
ROGERS,2008-10-31,NA,12.6
ROGERS,2008-11-01,NA,10.0
ROGERS,2008-11-02,0.90,12.2
ROGERS,2008-11-03,0.45,10.9
ROGERS,2008-11-04,0.39,11.9
ROGERS,2008-11-05,0.88,16.2
ROGERS,2008-11-06,1.43,15.0
ROGERS,2008-11-07,NA,11.2
ROGERS,2008-11-08,NA,10.5
ROGERS,2008-11-09,0.46,9.9
ROGERS,2008-11-10,NA,13.4
ROGERS,2008-11-11,0.95,13.2
ROGERS,2008-11-12,0.67,12.6
ROGERS,2008-11-13,0.64,11.7
ROGERS,2008-11-14,NA,11.4
ROGERS,2008-11-15,NA,11.0
ROGERS,2008-11-16,0.52,10.1
ROGERS,2008-11-17,1.00,11.3
ROGERS,2008-11-18,1.21,11.1
ROGERS,2008-11-19,0.75,10.9
ROGERS,2008-11-20,0.85,10.8
ROGERS,2008-11-21,NA,31.6
ROGERS,2008-11-22,NA,10.7
ROGERS,2008-11-23,0.65,9.5
ROGERS,2008-11-24,1.20,10.8
ROGERS,2008-11-25,1.76,10.4
ROGERS,2008-11-26,NA,10.2
ROGERS,2008-11-27,NA,8.7
ROGERS,2008-11-28,NA,8.4
ROGERS,2008-11-29,NA,9.6
ROGERS,2008-11-30,2.78,9.1
ROGERS,2008-12-01,3.72,9.5
ROGERS,2008-12-02,3.86,10.5
ROGERS,2008-12-03,3.48,10.8
ROGERS,2008-12-04,NA,2.3
ROGERS,2008-12-05,NA,9.7
ROGERS,2008-12-06,NA,11.1
ROGERS,2008-12-07,0.56,9.9
ROGERS,2008-12-08,0.52,11.6
ROGERS,2008-12-09,0.32,11.5
ROGERS,2008-12-10,0.24,10.4
ROGERS,2008-12-11,0.16,7.7
ROGERS,2008-12-12,0.13,8.0
ROGERS,2008-12-13,0.14,9.3
ROGERS,2008-12-14,0.11,8.3
ROGERS,2008-12-15,0.13,9.1
ROGERS,2008-12-16,0.15,9.0
ROGERS,2008-12-17,0.10,8.5
ROGERS,2008-12-18,0.17,8.6
ROGERS,2008-12-19,0.28,8.3
ROGERS,2008-12-20,0.23,7.6
ROGERS,2008-12-21,NA,7.2
ROGERS,2008-12-22,0.28,6.8
ROGERS,2008-12-23,NA,8.7
ROGERS,2008-12-24,NA,14.1
ROGERS,2008-12-25,NA,8.7
ROGERS,2008-12-26,NA,8.3
ROGERS,2008-12-27,NA,9.8
ROGERS,2008-12-28,0.18,7.6
ROGERS,2008-12-29,2.29,8.7
ROGERS,2008-12-30,0.45,12.3
ROGERS,2008-12-31,NA,12.2
ROGERS,2009-01-01,0.17,9.5
ROGERS,2009-01-02,NA,10.6
ROGERS,2009-01-03,NA,9.9
ROGERS,2009-01-04,0.18,12.0
ROGERS,2009-01-05,0.20,8.9
ROGERS,2009-01-06,0.42,13.8
ROGERS,2009-01-07,1.11,10.9
ROGERS,2009-01-08,0.78,10.5
ROGERS,2009-01-09,NA,9.4
ROGERS,2009-01-10,NA,10.7
ROGERS,2009-01-11,0.49,7.8
ROGERS,2009-01-12,0.40,9.0
ROGERS,2009-01-13,0.56,8.7
ROGERS,2009-01-14,0.62,8.8
ROGERS,2009-01-15,0.54,17.3
ROGERS,2009-01-16,NA,10.9
ROGERS,2009-01-17,NA,7.9
ROGERS,2009-01-18,0.24,7.7
ROGERS,2009-01-19,0.17,15.8
ROGERS,2009-01-20,0.19,10.8
ROGERS,2009-01-21,0.21,9.7
ROGERS,2009-01-22,0.22,8.5
ROGERS,2009-01-23,NA,7.9
ROGERS,2009-01-24,NA,9.5
ROGERS,2009-01-25,0.86,9.1
ROGERS,2009-01-26,NA,10.2
ROGERS,2009-01-27,NA,9.9
ROGERS,2009-01-28,0.13,8.9
ROGERS,2009-01-29,0.10,10.6
ROGERS,2009-01-30,NA,12.6
ROGERS,2009-01-31,NA,12.6
ROGERS,2009-02-01,0.13,12.6
ROGERS,2009-02-02,0.12,17.6
ROGERS,2009-02-03,NA,12.7
ROGERS,2009-02-04,NA,13.7
ROGERS,2009-02-05,0.53,11.3
ROGERS,2009-02-06,NA,9.5
ROGERS,2009-02-07,NA,13.0
ROGERS,2009-02-08,0.21,13.0
ROGERS,2009-02-09,0.17,12.2
ROGERS,2009-02-10,0.20,12.5
ROGERS,2009-02-11,0.41,19.1
ROGERS,2009-02-12,0.14,15.2
ROGERS,2009-02-13,NA,14.4
ROGERS,2009-02-14,NA,15.1
ROGERS,2009-02-15,NA,23.2
ROGERS,2009-02-16,0.45,13.0
ROGERS,2009-02-17,0.55,9.6
ROGERS,2009-02-18,0.98,9.2
ROGERS,2009-02-19,1.27,10.3
ROGERS,2009-02-20,NA,10.5
ROGERS,2009-02-21,NA,7.2
ROGERS,2009-02-22,0.74,6.8
ROGERS,2009-02-23,0.28,7.4
ROGERS,2009-02-24,0.43,8.3
ROGERS,2009-02-25,0.86,9.3
ROGERS,2009-02-26,0.22,11.7
ROGERS,2009-02-27,NA,12.8
ROGERS,2009-02-28,NA,10.1
ROGERS,2009-03-01,0.57,8.3
ROGERS,2009-03-02,0.17,8.9
ROGERS,2009-03-03,0.09,9.9
ROGERS,2009-03-04,0.55,11.9
ROGERS,2009-03-05,0.23,13.7
ROGERS,2009-03-06,NA,10.8
ROGERS,2009-03-07,NA,10.8
ROGERS,2009-03-08,0.09,7.6
ROGERS,2009-03-09,0.18,12.9
ROGERS,2009-03-10,0.07,10.6
ROGERS,2009-03-11,0.13,8.9
ROGERS,2009-03-12,0.37,8.3
ROGERS,2009-03-13,NA,10.5
ROGERS,2009-03-14,NA,9.5
ROGERS,2009-03-15,0.10,9.5
ROGERS,2009-03-16,0.10,7.1
ROGERS,2009-03-17,0.08,9.3
ROGERS,2009-03-18,0.35,9.5
ROGERS,2009-03-19,0.22,8.4
ROGERS,2009-03-20,NA,8.6
ROGERS,2009-03-21,NA,15.3
ROGERS,2009-03-22,0.07,10.9
ROGERS,2009-03-23,0.06,12.4
ROGERS,2009-03-24,0.11,17.2
ROGERS,2009-03-25,0.07,12.4
ROGERS,2009-03-26,0.16,11.8
ROGERS,2009-03-27,NA,14.6
ROGERS,2009-03-28,NA,20.2
ROGERS,2009-03-29,0.25,17.9
ROGERS,2009-03-30,0.53,18.6
ROGERS,2009-03-31,0.25,17.7
ROGERS,2009-04-01,0.08,15.7
ROGERS,2009-04-02,0.07,20.0
ROGERS,2009-04-03,NA,12.2
ROGERS,2009-04-04,NA,12.6
ROGERS,2009-04-05,0.13,11.5
ROGERS,2009-04-06,0.09,11.6
ROGERS,2009-04-07,0.17,11.2
ROGERS,2009-04-08,1.00,11.2
ROGERS,2009-04-09,0.18,11.1
ROGERS,2009-04-10,NA,12.3
ROGERS,2009-04-11,NA,11.2
ROGERS,2009-04-12,0.59,20.0
ROGERS,2009-04-13,0.36,21.1
ROGERS,2009-04-14,0.36,16.0
ROGERS,2009-04-15,0.35,11.6
ROGERS,2009-04-16,0.48,13.4
ROGERS,2009-04-17,NA,12.3
ROGERS,2009-04-18,NA,15.7
ROGERS,2009-04-19,0.04,17.8
ROGERS,2009-04-20,0.10,21.6
ROGERS,2009-04-21,0.44,21.2
ROGERS,2009-04-22,0.23,16.5
ROGERS,2009-04-23,0.06,11.8
ROGERS,2009-04-24,NA,11.8
ROGERS,2009-04-25,NA,11.4
ROGERS,2009-04-26,0.11,10.9
ROGERS,2009-04-27,0.09,11.1
ROGERS,2009-04-28,0.52,11.6
ROGERS,2009-04-29,0.26,13.5
ROGERS,2009-04-30,0.07,12.3
ROGERS,2009-05-01,NA,16.4
ROGERS,2009-05-02,NA,20.6
ROGERS,2009-05-03,0.08,24.6
ROGERS,2009-05-04,0.07,24.2
ROGERS,2009-05-05,0.07,23.8
ROGERS,2009-05-06,0.08,19.5
ROGERS,2009-05-07,0.09,15.7
ROGERS,2009-05-08,NA,19.9
ROGERS,2009-05-09,NA,18.4
ROGERS,2009-05-10,0.09,15.9
ROGERS,2009-05-11,0.09,13.8
ROGERS,2009-05-12,0.12,16.0
ROGERS,2009-05-13,0.21,17.5
ROGERS,2009-05-14,0.24,16.9
ROGERS,2009-05-15,NA,16.2
ROGERS,2009-05-16,NA,19.6
ROGERS,2009-05-17,0.12,17.1
ROGERS,2009-05-18,0.14,13.6
ROGERS,2009-05-19,0.29,11.6
ROGERS,2009-05-20,0.14,13.1
ROGERS,2009-05-21,0.05,11.9
ROGERS,2009-05-22,NA,9.7
ROGERS,2009-05-23,NA,10.3
ROGERS,2009-05-24,0.23,12.6
ROGERS,2009-05-25,0.33,13.3
ROGERS,2009-05-26,0.06,11.4
ROGERS,2009-05-27,0.12,13.3
ROGERS,2009-05-28,0.08,12.5
ROGERS,2009-05-29,NA,11.2
ROGERS,2009-05-30,NA,10.4
ROGERS,2009-05-31,NA,9.7
ROGERS,2009-06-01,0.15,10.8
ROGERS,2009-06-02,0.24,11.6
ROGERS,2009-06-03,0.34,11.0
ROGERS,2009-06-04,0.16,9.2
ROGERS,2009-06-05,NA,9.8
ROGERS,2009-06-06,NA,10.1
ROGERS,2009-06-07,0.15,10.1
ROGERS,2009-06-08,0.15,11.3
ROGERS,2009-06-09,0.13,12.2
ROGERS,2009-06-10,0.14,13.3
ROGERS,2009-06-11,0.06,12.3
ROGERS,2009-06-12,NA,12.8
ROGERS,2009-06-13,NA,12.0
ROGERS,2009-06-14,0.54,11.8
ROGERS,2009-06-15,0.58,12.3
ROGERS,2009-06-16,1.01,19.9
ROGERS,2009-06-17,1.09,14.9
ROGERS,2009-06-18,0.76,12.7
ROGERS,2009-06-19,NA,24.5
ROGERS,2009-06-20,NA,10.6
ROGERS,2009-06-21,1.10,10.2
ROGERS,2009-06-22,0.36,9.8
ROGERS,2009-06-23,0.67,11.5
ROGERS,2009-06-24,0.35,11.5
ROGERS,2009-06-25,0.30,11.4
ROGERS,2009-06-26,NA,9.0
ROGERS,2009-06-27,NA,8.9
ROGERS,2009-06-28,0.24,9.8
ROGERS,2009-06-29,0.25,10.5
ROGERS,2009-06-30,0.46,9.6
ROGERS,2009-07-01,0.59,8.8
ROGERS,2009-07-02,0.54,8.8
ROGERS,2009-07-03,NA,10.3
ROGERS,2009-07-04,NA,10.7
ROGERS,2009-07-05,0.38,9.8
ROGERS,2009-07-06,0.46,11.0
ROGERS,2009-07-07,0.45,10.2
ROGERS,2009-07-08,0.21,9.3
ROGERS,2009-07-09,0.38,9.4
ROGERS,2009-07-10,NA,10.8
ROGERS,2009-07-11,NA,10.2
ROGERS,2009-07-12,0.39,10.0
ROGERS,2009-07-13,0.30,10.0
ROGERS,2009-07-14,0.12,8.7
ROGERS,2009-07-15,0.14,9.2
ROGERS,2009-07-16,0.17,9.6
ROGERS,2009-07-17,NA,9.8
ROGERS,2009-07-18,NA,9.9
ROGERS,2009-07-19,0.22,10.1
ROGERS,2009-07-20,0.06,10.1
ROGERS,2009-07-21,NA,13.9
ROGERS,2009-07-22,0.03,11.4
ROGERS,2009-07-23,0.02,9.0
ROGERS,2009-07-24,NA,10.7
ROGERS,2009-07-25,NA,9.8
ROGERS,2009-07-26,0.08,8.7
ROGERS,2009-07-27,0.05,9.7
ROGERS,2009-07-28,0.06,10.2
ROGERS,2009-07-29,0.13,12.1
ROGERS,2009-07-30,0.16,12.4
ROGERS,2009-07-31,NA,10.1
ROGERS,2009-08-01,NA,9.6
ROGERS,2009-08-02,0.11,8.8
ROGERS,2009-08-03,0.14,10.7
ROGERS,2009-08-04,0.27,10.1
ROGERS,2009-08-05,0.17,9.6
ROGERS,2009-08-06,0.25,10.0
ROGERS,2009-08-07,NA,10.4
ROGERS,2009-08-08,NA,10.2
ROGERS,2009-08-09,0.18,10.4
ROGERS,2009-08-10,0.19,13.8
ROGERS,2009-08-11,0.20,12.0
ROGERS,2009-08-12,0.28,11.0
ROGERS,2009-08-13,0.26,10.7
ROGERS,2009-08-14,NA,9.7
ROGERS,2009-08-15,NA,9.3
ROGERS,2009-08-16,0.27,9.0
ROGERS,2009-08-17,0.39,10.1
ROGERS,2009-08-18,0.04,9.5
ROGERS,2009-08-19,0.10,11.0
ROGERS,2009-08-20,0.03,14.3
ROGERS,2009-08-21,NA,10.8
ROGERS,2009-08-22,NA,9.0
ROGERS,2009-08-23,0.12,8.8
ROGERS,2009-08-24,0.11,10.3
ROGERS,2009-08-25,0.07,9.9
ROGERS,2009-08-26,0.02,9.9
ROGERS,2009-08-27,0.09,11.1
ROGERS,2009-08-28,NA,11.5
ROGERS,2009-08-29,NA,11.7
ROGERS,2009-08-30,0.13,10.6
ROGERS,2009-08-31,0.11,10.5
ROGERS,2009-09-01,0.16,10.6
ROGERS,2009-09-02,0.22,11.2
ROGERS,2009-09-03,0.11,10.7
ROGERS,2009-09-04,NA,11.8
ROGERS,2009-09-05,NA,11.8
ROGERS,2009-09-06,NA,10.3
ROGERS,2009-09-07,0.12,9.8
ROGERS,2009-09-08,0.08,10.5
ROGERS,2009-09-09,0.12,13.7
ROGERS,2009-09-10,0.04,12.7
ROGERS,2009-09-11,NA,12.6
ROGERS,2009-09-12,NA,11.9
ROGERS,2009-09-13,0.13,10.5
ROGERS,2009-09-14,0.14,13.6
ROGERS,2009-09-15,0.08,12.0
ROGERS,2009-09-16,0.08,13.3
ROGERS,2009-09-17,0.26,14.4
ROGERS,2009-09-18,NA,12.3
ROGERS,2009-09-19,NA,12.8
ROGERS,2009-09-20,0.18,10.6
ROGERS,2009-09-21,0.13,14.7
ROGERS,2009-09-22,0.19,16.0
ROGERS,2009-09-23,0.41,12.5
ROGERS,2009-09-24,0.13,11.8
ROGERS,2009-09-25,NA,10.9
ROGERS,2009-09-26,NA,11.1
ROGERS,2009-09-27,0.32,10.8
ROGERS,2009-09-28,0.18,10.5
ROGERS,2009-09-29,0.08,10.9
ROGERS,2009-09-30,0.14,11.2
ROGERS,2009-10-01,0.15,9.8
ROGERS,2009-10-02,NA,8.8
ROGERS,2009-10-03,NA,8.6
ROGERS,2009-10-04,0.17,11.4
ROGERS,2009-10-05,0.38,12.9
ROGERS,2009-10-06,0.32,15.1
ROGERS,2009-10-07,1.06,13.6
ROGERS,2009-10-08,1.12,21.6
ROGERS,2009-10-09,NA,25.2
ROGERS,2009-10-10,NA,22.7
ROGERS,2009-10-11,0.06,16.5
ROGERS,2009-10-12,0.51,19.2
ROGERS,2009-10-13,0.85,19.1
ROGERS,2009-10-14,0.92,14.8
ROGERS,2009-10-15,1.09,17.9
ROGERS,2009-10-16,NA,13.5
ROGERS,2009-10-17,NA,13.7
ROGERS,2009-10-18,0.33,14.0
ROGERS,2009-10-19,0.14,13.3
ROGERS,2009-10-20,0.12,11.0
ROGERS,2009-10-21,0.07,13.9
ROGERS,2009-10-22,0.06,12.4
ROGERS,2009-10-23,NA,13.6
ROGERS,2009-10-24,NA,13.3
ROGERS,2009-10-25,0.10,11.9
ROGERS,2009-10-26,0.03,13.3
ROGERS,2009-10-27,0.08,16.0
ROGERS,2009-10-28,0.04,17.0
ROGERS,2009-10-29,0.12,21.7
ROGERS,2009-10-30,NA,23.9
ROGERS,2009-10-31,NA,19.6
ROGERS,2009-11-01,0.15,11.7
ROGERS,2009-11-02,0.02,11.8
ROGERS,2009-11-03,0.02,10.7
ROGERS,2009-11-04,0.04,11.0
ROGERS,2009-11-05,0.08,11.4
ROGERS,2009-11-06,NA,10.8
ROGERS,2009-11-07,NA,10.8
ROGERS,2009-11-08,0.04,10.2
ROGERS,2009-11-09,0.03,11.0
ROGERS,2009-11-10,NA,10.8
ROGERS,2009-11-11,0.07,11.2
ROGERS,2009-11-12,0.09,10.7
ROGERS,2009-11-13,NA,10.1
ROGERS,2009-11-14,NA,8.8
ROGERS,2009-11-15,0.28,11.0
ROGERS,2009-11-16,0.22,12.2
ROGERS,2009-11-17,0.16,11.0
ROGERS,2009-11-18,0.03,10.5
ROGERS,2009-11-19,0.07,10.7
ROGERS,2009-11-20,NA,10.3
ROGERS,2009-11-21,NA,10.5
ROGERS,2009-11-22,0.14,8.8
ROGERS,2009-11-23,0.10,10.4
ROGERS,2009-11-24,0.05,10.5
ROGERS,2009-11-25,0.08,10.5
ROGERS,2009-11-26,NA,7.6
ROGERS,2009-11-27,NA,8.6
ROGERS,2009-11-28,NA,8.4
ROGERS,2009-11-29,0.16,9.1
ROGERS,2009-11-30,0.14,8.3
ROGERS,2009-12-01,0.14,9.6
ROGERS,2009-12-02,0.05,10.2
ROGERS,2009-12-03,0.07,9.9
ROGERS,2009-12-04,NA,11.4
ROGERS,2009-12-05,NA,9.2
ROGERS,2009-12-06,0.14,8.8
ROGERS,2009-12-07,0.14,9.1
ROGERS,2009-12-08,0.08,13.9
ROGERS,2009-12-09,0.08,12.4
ROGERS,2009-12-10,0.10,10.6
ROGERS,2009-12-11,NA,10.4
ROGERS,2009-12-12,NA,9.0
ROGERS,2009-12-13,0.09,10.7
ROGERS,2009-12-14,0.10,10.1
ROGERS,2009-12-15,0.10,10.4
ROGERS,2009-12-16,0.08,9.8
ROGERS,2009-12-17,0.12,9.8
ROGERS,2009-12-18,NA,7.8
ROGERS,2009-12-19,NA,8.9
ROGERS,2009-12-20,0.12,8.6
ROGERS,2009-12-21,0.11,9.4
ROGERS,2009-12-22,0.12,9.7
ROGERS,2009-12-23,0.12,10.7
ROGERS,2009-12-24,NA,10.2
ROGERS,2009-12-25,NA,7.8
ROGERS,2009-12-26,NA,7.1
ROGERS,2009-12-27,0.09,10.2
ROGERS,2009-12-28,0.10,11.1
ROGERS,2009-12-29,0.10,10.8
ROGERS,2009-12-30,0.06,10.2
ROGERS,2009-12-31,NA,10.8
ROGERS,2010-01-01,NA,9.0
ROGERS,2010-01-02,NA,8.8
ROGERS,2010-01-03,0.10,8.4
ROGERS,2010-01-04,0.12,8.7
ROGERS,2010-01-05,0.14,8.7
ROGERS,2010-01-06,0.14,10.5
ROGERS,2010-01-07,0.15,10.1
ROGERS,2010-01-08,NA,10.6
ROGERS,2010-01-09,NA,8.5
ROGERS,2010-01-10,0.10,4.5
ROGERS,2010-01-11,0.06,9.3
ROGERS,2010-01-12,0.08,15.3
ROGERS,2010-01-13,0.03,11.1
ROGERS,2010-01-14,0.08,10.6
ROGERS,2010-01-15,NA,11.3
ROGERS,2010-01-16,NA,10.6
ROGERS,2010-01-17,0.07,9.9
ROGERS,2010-01-18,0.04,11.2
ROGERS,2010-01-19,0.05,11.1
ROGERS,2010-01-20,0.06,11.5
ROGERS,2010-01-21,0.07,13.9
ROGERS,2010-01-22,NA,12.5
ROGERS,2010-01-23,NA,16.5
ROGERS,2010-01-24,0.06,16.5
ROGERS,2010-01-25,0.07,14.0
ROGERS,2010-01-26,0.10,11.1
ROGERS,2010-01-27,0.11,11.1
ROGERS,2010-01-28,NA,11.5
ROGERS,2010-01-29,NA,11.0
ROGERS,2010-01-30,NA,9.5
ROGERS,2010-01-31,NA,10.2
ROGERS,2010-02-01,0.08,11.8
ROGERS,2010-02-02,0.07,12.3
ROGERS,2010-02-03,0.09,13.2
ROGERS,2010-02-04,0.30,15.1
ROGERS,2010-02-05,NA,17.4
ROGERS,2010-02-06,NA,16.3
ROGERS,2010-02-07,0.10,17.2
ROGERS,2010-02-08,0.18,16.2
ROGERS,2010-02-09,0.18,16.6
ROGERS,2010-02-10,0.20,15.8
ROGERS,2010-02-11,0.06,12.1
ROGERS,2010-02-12,NA,9.8
ROGERS,2010-02-13,NA,9.5
ROGERS,2010-02-14,NA,10.3
ROGERS,2010-02-15,0.06,11.7
ROGERS,2010-02-16,0.07,11.3
ROGERS,2010-02-17,0.06,10.7
ROGERS,2010-02-18,0.10,12.0
ROGERS,2010-02-19,NA,12.6
ROGERS,2010-02-20,NA,11.2
ROGERS,2010-02-21,0.12,14.9
ROGERS,2010-02-22,0.10,15.3
ROGERS,2010-02-23,0.11,12.6
ROGERS,2010-02-24,0.10,11.8
ROGERS,2010-02-25,0.10,11.5
ROGERS,2010-02-26,NA,10.9
ROGERS,2010-02-27,NA,10.3
ROGERS,2010-02-28,0.13,9.8
ROGERS,2010-03-01,0.14,10.7
ROGERS,2010-03-02,0.14,10.3
ROGERS,2010-03-03,0.14,9.4
ROGERS,2010-03-04,0.10,8.6
ROGERS,2010-03-05,NA,8.7
ROGERS,2010-03-06,NA,9.6
ROGERS,2010-03-07,0.13,9.8
ROGERS,2010-03-08,0.14,12.7
ROGERS,2010-03-09,0.13,11.9
ROGERS,2010-03-10,0.16,10.9
ROGERS,2010-03-11,0.18,11.1
ROGERS,2010-03-12,NA,10.3
ROGERS,2010-03-13,NA,9.8
ROGERS,2010-03-14,0.19,9.1
ROGERS,2010-03-15,0.18,9.6
ROGERS,2010-03-16,0.18,9.9
ROGERS,2010-03-17,0.20,11.0
ROGERS,2010-03-18,0.22,9.8
ROGERS,2010-03-19,NA,9.8
ROGERS,2010-03-20,NA,14.1
ROGERS,2010-03-21,0.19,13.0
ROGERS,2010-03-22,0.18,17.5
ROGERS,2010-03-23,0.19,22.3
ROGERS,2010-03-24,0.24,22.8
ROGERS,2010-03-25,0.15,25.0
ROGERS,2010-03-26,NA,23.0
ROGERS,2010-03-27,NA,22.2
ROGERS,2010-03-28,0.14,17.1
ROGERS,2010-03-29,0.03,10.6
ROGERS,2010-03-30,0.08,12.3
ROGERS,2010-03-31,0.14,13.2
ROGERS,2010-04-01,0.46,13.1
ROGERS,2010-04-02,NA,14.9
ROGERS,2010-04-03,NA,13.2
ROGERS,2010-04-04,0.16,12.3
ROGERS,2010-04-05,0.23,12.6
ROGERS,2010-04-06,0.12,10.3
ROGERS,2010-04-07,0.26,10.6
ROGERS,2010-04-08,0.59,9.7
ROGERS,2010-04-09,NA,9.9
ROGERS,2010-04-10,NA,10.7
ROGERS,2010-04-11,0.53,10.5
ROGERS,2010-04-12,0.18,10.9
ROGERS,2010-04-13,0.27,10.2
ROGERS,2010-04-14,0.10,8.7
ROGERS,2010-04-15,0.22,10.3
ROGERS,2010-04-16,NA,10.3
ROGERS,2010-04-17,NA,7.9
ROGERS,2010-04-18,0.27,9.1
ROGERS,2010-04-19,0.36,9.7
ROGERS,2010-04-20,0.52,9.7
ROGERS,2010-04-21,0.19,10.2
ROGERS,2010-04-22,0.26,10.3
ROGERS,2010-04-23,NA,10.7
ROGERS,2010-04-24,NA,14.9
ROGERS,2010-04-25,0.10,13.4
ROGERS,2010-04-26,0.34,10.8
ROGERS,2010-04-27,0.10,11.0
ROGERS,2010-04-28,0.10,11.2
ROGERS,2010-04-29,0.26,11.3
ROGERS,2010-04-30,NA,11.1
ROGERS,2010-05-01,NA,9.9
ROGERS,2010-05-02,0.16,9.5
ROGERS,2010-05-03,0.19,9.5
ROGERS,2010-05-04,0.12,8.8
ROGERS,2010-05-05,0.14,9.5
ROGERS,2010-05-06,0.18,10.2
ROGERS,2010-05-07,NA,9.0
ROGERS,2010-05-08,NA,8.6
ROGERS,2010-05-09,0.23,9.0
ROGERS,2010-05-10,0.15,13.2
ROGERS,2010-05-11,0.13,11.4
ROGERS,2010-05-12,0.23,10.5
ROGERS,2010-05-13,0.24,11.6
ROGERS,2010-05-14,NA,21.9
ROGERS,2010-05-15,NA,16.2
ROGERS,2010-05-16,0.59,16.3
ROGERS,2010-05-17,0.50,14.5
ROGERS,2010-05-18,0.12,11.5
ROGERS,2010-05-19,0.45,14.9
ROGERS,2010-05-20,0.53,19.8
ROGERS,2010-05-21,NA,18.3
ROGERS,2010-05-22,NA,17.9
ROGERS,2010-05-23,0.32,12.8
ROGERS,2010-05-24,0.21,12.4
ROGERS,2010-05-25,0.51,11.9
ROGERS,2010-05-26,0.44,11.5
ROGERS,2010-05-27,0.25,9.9
ROGERS,2010-05-28,NA,10.5
ROGERS,2010-05-29,NA,11.4
ROGERS,2010-05-30,NA,9.0
ROGERS,2010-05-31,NA,9.5
ROGERS,2010-06-01,0.30,11.7
ROGERS,2010-06-02,0.36,12.6
ROGERS,2010-06-03,0.59,16.0
ROGERS,2010-06-04,NA,15.3
ROGERS,2010-06-05,NA,10.8
ROGERS,2010-06-06,0.54,10.5
ROGERS,2010-06-07,0.30,12.2
ROGERS,2010-06-08,0.22,11.2
ROGERS,2010-06-09,0.14,12.1
ROGERS,2010-06-10,0.13,10.8
ROGERS,2010-06-11,NA,10.2
ROGERS,2010-06-12,NA,10.5
ROGERS,2010-06-13,0.61,12.9
ROGERS,2010-06-14,0.75,11.9
ROGERS,2010-06-15,0.40,10.8
ROGERS,2010-06-16,0.24,12.0
ROGERS,2010-06-17,0.17,10.7
ROGERS,2010-06-18,NA,10.0
ROGERS,2010-06-19,NA,10.2
ROGERS,2010-06-20,0.24,9.8
ROGERS,2010-06-21,0.25,9.3
ROGERS,2010-06-22,0.09,10.0
ROGERS,2010-06-23,0.12,9.6
ROGERS,2010-06-24,0.13,9.3
ROGERS,2010-06-25,NA,9.1
ROGERS,2010-06-26,NA,9.5
ROGERS,2010-06-27,0.08,9.3
ROGERS,2010-06-28,0.12,9.3
ROGERS,2010-06-29,0.12,9.1
ROGERS,2010-06-30,0.13,9.1
ROGERS,2010-07-01,0.36,9.4
ROGERS,2010-07-02,NA,9.5
ROGERS,2010-07-03,NA,11.2
ROGERS,2010-07-04,NA,8.2
ROGERS,2010-07-05,0.43,9.2
ROGERS,2010-07-06,0.61,10.4
ROGERS,2010-07-07,0.58,11.6
ROGERS,2010-07-08,0.70,13.1
ROGERS,2010-07-09,NA,12.7
ROGERS,2010-07-10,NA,13.6
ROGERS,2010-07-11,0.20,13.2
ROGERS,2010-07-12,0.30,12.0
ROGERS,2010-07-13,0.33,13.5
ROGERS,2010-07-14,0.29,12.0
ROGERS,2010-07-15,0.33,12.2
ROGERS,2010-07-16,NA,13.2
ROGERS,2010-07-17,NA,13.1
ROGERS,2010-07-18,0.32,11.4
ROGERS,2010-07-19,1.03,11.8
ROGERS,2010-07-20,0.59,10.7
ROGERS,2010-07-21,0.49,11.0
ROGERS,2010-07-22,0.72,9.9
ROGERS,2010-07-23,NA,12.9
ROGERS,2010-07-24,NA,11.5
ROGERS,2010-07-25,0.28,9.8
ROGERS,2010-07-26,0.42,9.7
ROGERS,2010-07-27,1.02,9.7
ROGERS,2010-07-28,0.61,10.7
ROGERS,2010-07-29,0.36,11.1
ROGERS,2010-07-30,NA,11.1
ROGERS,2010-07-31,NA,10.8
ROGERS,2010-08-01,0.91,8.7
ROGERS,2010-08-02,0.25,9.1
ROGERS,2010-08-03,0.22,10.7
ROGERS,2010-08-04,0.21,10.7
ROGERS,2010-08-05,0.18,11.1
ROGERS,2010-08-06,NA,10.4
ROGERS,2010-08-07,NA,9.9
ROGERS,2010-08-08,0.32,10.3
ROGERS,2010-08-09,0.51,10.5
ROGERS,2010-08-10,0.19,9.3
ROGERS,2010-08-11,0.68,9.0
ROGERS,2010-08-12,0.84,10.1
ROGERS,2010-08-13,NA,8.1
ROGERS,2010-08-14,NA,9.3
ROGERS,2010-08-15,0.65,8.3
ROGERS,2010-08-16,0.92,9.2
ROGERS,2010-08-17,0.62,8.9
ROGERS,2010-08-18,1.68,9.3
ROGERS,2010-08-19,2.32,8.6
